entity_type,entity_id,entity_name,entity_path,content,full_text,metadata_json,source_url,created_at,updated_at,author,tags,relationships
"wiki_page","wiki_70542589_Datasets-Wiki","Datasets Wiki","atlas-datascience/lion/example-datasets/wiki/Datasets-Wiki","General discussion ","Wiki Page: Datasets Wiki\nProject: Example Datasets (atlas-datascience/lion/example-datasets)\nContent:\nGeneral discussion ","{
  ""project_id"": ""70542589"",
  ""project_path"": ""atlas-datascience/lion/example-datasets"",
  ""slug"": ""Datasets-Wiki"",
  ""format"": ""markdown""
}","https://gitlab.com/atlas-datascience/lion/example-datasets/-/wikis/Datasets-Wiki","2025-06-05T18:48:16.488Z","2025-06-05T18:48:16.488Z","","wiki,documentation,markdown,example-datasets","project_70542589"
"wiki_page","wiki_70542589_home","home","atlas-datascience/lion/example-datasets/wiki/home","Home ","Wiki Page: home\nProject: Example Datasets (atlas-datascience/lion/example-datasets)\nContent:\nHome ","{
  ""project_id"": ""70542589"",
  ""project_path"": ""atlas-datascience/lion/example-datasets"",
  ""slug"": ""home"",
  ""format"": ""markdown""
}","https://gitlab.com/atlas-datascience/lion/example-datasets/-/wikis/home","2025-06-05T18:48:16.488Z","2025-06-05T18:48:16.488Z","","wiki,documentation,markdown,example-datasets","project_70542589"
"project","project_70509031","Local Environment","atlas-datascience/lion/local-environment","","Project: Local Environment\nPath: atlas-datascience/lion/local-environment\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/local-environment","{""id"":70509031,""name"":""Local Environment"",""path"":""atlas-datascience/lion/local-environment"",""namespace"":""atlas-datascience/lion"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/local-environment","2025-06-05T01:41:18.125Z","2025-06-05T01:41:18.125Z","","project,gitlab,local-environment",""
"project","project_70491520","dvlp resources","atlas-datascience/lion/infrastructure/aws/dvlp-resources","","Project: dvlp resources\nPath: atlas-datascience/lion/infrastructure/aws/dvlp-resources\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/infrastructure/aws/dvlp-resources","{""id"":70491520,""name"":""dvlp resources"",""path"":""atlas-datascience/lion/infrastructure/aws/dvlp-resources"",""namespace"":""atlas-datascience/lion/infrastructure/aws"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/dvlp-resources","2025-06-04T14:41:06.922Z","2025-06-04T14:41:06.922Z","","project,gitlab,infrastructure/aws/dvlp-resources",""
"project","project_70447540","access manager","atlas-datascience/lion/infrastructure/aws/access-manager","","Project: access manager\nPath: atlas-datascience/lion/infrastructure/aws/access-manager\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/infrastructure/aws/access-manager","{""id"":70447540,""name"":""access manager"",""path"":""atlas-datascience/lion/infrastructure/aws/access-manager"",""namespace"":""atlas-datascience/lion/infrastructure/aws"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/access-manager","2025-06-03T11:16:12.969Z","2025-06-03T11:16:12.969Z","","project,gitlab,infrastructure/aws/access-manager",""
"project","project_70327606","datasets","atlas-datascience/lion/predecessor/core/catalog/datasets","","Project: datasets\nPath: atlas-datascience/lion/predecessor/core/catalog/datasets\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/datasets","{""id"":70327606,""name"":""datasets"",""path"":""atlas-datascience/lion/predecessor/core/catalog/datasets"",""namespace"":""atlas-datascience/lion/predecessor/core/catalog"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/datasets","2025-05-29T17:07:44.713Z","2025-05-29T17:07:44.713Z","","project,gitlab,predecessor/core/catalog/datasets",""
"project","project_69912988","utility","atlas-datascience/lion/cicd/catalog/utility","","Project: utility\nPath: atlas-datascience/lion/cicd/catalog/utility\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility","{""id"":69912988,""name"":""utility"",""path"":""atlas-datascience/lion/cicd/catalog/utility"",""namespace"":""atlas-datascience/lion/cicd/catalog"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility","2025-05-16T15:13:30.458Z","2025-05-16T15:13:30.458Z","","project,gitlab,cicd/catalog/utility",""
"project","project_69667755","container-tools","atlas-datascience/lion/cicd/containers/utility/container-tools","Container that provides the docker cli, container-structure-test and cosign utilities.","Project: container-tools\nPath: atlas-datascience/lion/cicd/containers/utility/container-tools\nDescription: Container that provides the docker cli, container-structure-test and cosign utilities.\nURL: https://gitlab.com/atlas-datascience/lion/cicd/containers/utility/container-tools","{""id"":69667755,""name"":""container-tools"",""path"":""atlas-datascience/lion/cicd/containers/utility/container-tools"",""namespace"":""atlas-datascience/lion/cicd/containers/utility"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/cicd/containers/utility/container-tools","2025-05-08T01:41:47.501Z","2025-05-08T01:41:47.501Z","","project,gitlab,cicd/containers/utility/container-tools",""
"project","project_69659122","containers","atlas-datascience/lion/cicd/catalog/containers","","Project: containers\nPath: atlas-datascience/lion/cicd/catalog/containers\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/cicd/catalog/containers","{""id"":69659122,""name"":""containers"",""path"":""atlas-datascience/lion/cicd/catalog/containers"",""namespace"":""atlas-datascience/lion/cicd/catalog"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/cicd/catalog/containers","2025-05-07T18:23:00.588Z","2025-05-07T18:23:00.588Z","","project,gitlab,cicd/catalog/containers",""
"project","project_67882748","infra-db","atlas-datascience/lion/predecessor/core/catalog/db-schemas/infra-db","","Project: infra-db\nPath: atlas-datascience/lion/predecessor/core/catalog/db-schemas/infra-db\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/db-schemas/infra-db","{""id"":67882748,""name"":""infra-db"",""path"":""atlas-datascience/lion/predecessor/core/catalog/db-schemas/infra-db"",""namespace"":""atlas-datascience/lion/predecessor/core/catalog/db-schemas"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/db-schemas/infra-db","2025-03-10T19:38:17.662Z","2025-03-10T19:38:17.662Z","","project,gitlab,predecessor/core/catalog/db-schemas/infra-db",""
"project","project_67882565","fgdrt","atlas-datascience/lion/predecessor/core/catalog/db-schemas/fgdrt","","Project: fgdrt\nPath: atlas-datascience/lion/predecessor/core/catalog/db-schemas/fgdrt\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/db-schemas/fgdrt","{""id"":67882565,""name"":""fgdrt"",""path"":""atlas-datascience/lion/predecessor/core/catalog/db-schemas/fgdrt"",""namespace"":""atlas-datascience/lion/predecessor/core/catalog/db-schemas"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/db-schemas/fgdrt","2025-03-10T19:30:52.592Z","2025-03-10T19:30:52.592Z","","project,gitlab,predecessor/core/catalog/db-schemas/fgdrt",""
"project","project_67882555","c3po","atlas-datascience/lion/predecessor/core/catalog/db-schemas/c3po","","Project: c3po\nPath: atlas-datascience/lion/predecessor/core/catalog/db-schemas/c3po\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/db-schemas/c3po","{""id"":67882555,""name"":""c3po"",""path"":""atlas-datascience/lion/predecessor/core/catalog/db-schemas/c3po"",""namespace"":""atlas-datascience/lion/predecessor/core/catalog/db-schemas"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/db-schemas/c3po","2025-03-10T19:30:37.290Z","2025-03-10T19:30:37.290Z","","project,gitlab,predecessor/core/catalog/db-schemas/c3po",""
"project","project_67573033","lion","atlas-datascience/lion/predecessor/core/catalog/apis/lion","","Project: lion\nPath: atlas-datascience/lion/predecessor/core/catalog/apis/lion\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/apis/lion","{""id"":67573033,""name"":""lion"",""path"":""atlas-datascience/lion/predecessor/core/catalog/apis/lion"",""namespace"":""atlas-datascience/lion/predecessor/core/catalog/apis"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/apis/lion","2025-02-28T17:26:53.198Z","2025-02-28T17:26:53.198Z","","project,gitlab,predecessor/core/catalog/apis/lion",""
"project","project_67572896","auth-cache","atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-cache","","Project: auth-cache\nPath: atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-cache\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-cache","{""id"":67572896,""name"":""auth-cache"",""path"":""atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-cache"",""namespace"":""atlas-datascience/lion/predecessor/core/infrastructure/idam"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-cache","2025-02-28T17:20:14.521Z","2025-02-28T17:20:14.521Z","","project,gitlab,predecessor/core/infrastructure/idam/auth-cache",""
"project","project_67572888","auth-proxy","atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-proxy","","Project: auth-proxy\nPath: atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-proxy\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-proxy","{""id"":67572888,""name"":""auth-proxy"",""path"":""atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-proxy"",""namespace"":""atlas-datascience/lion/predecessor/core/infrastructure/idam"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/infrastructure/idam/auth-proxy","2025-02-28T17:19:59.095Z","2025-02-28T17:19:59.095Z","","project,gitlab,predecessor/core/infrastructure/idam/auth-proxy",""
"project","project_67572875","dirty-bucket-ingest-listener","atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-ingest-listener","","Project: dirty-bucket-ingest-listener\nPath: atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-ingest-listener\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-ingest-listener","{""id"":67572875,""name"":""dirty-bucket-ingest-listener"",""path"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-ingest-listener"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-ingest-listener","2025-02-28T17:19:17.059Z","2025-02-28T17:19:17.059Z","","project,gitlab,predecessor/core/data-in/dirty-bucket/dirty-bucket-ingest-listener",""
"project","project_67572866","virus-definition-updater","atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/virus-definition-updater","","Project: virus-definition-updater\nPath: atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/virus-definition-updater\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/virus-definition-updater","{""id"":67572866,""name"":""virus-definition-updater"",""path"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/virus-definition-updater"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/virus-definition-updater","2025-02-28T17:18:55.262Z","2025-02-28T17:18:55.262Z","","project,gitlab,predecessor/core/data-in/dirty-bucket/virus-definition-updater",""
"project","project_67572860","dirty-bucket-redis-config-change-listener","atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-redis-config-change-listener","","Project: dirty-bucket-redis-config-change-listener\nPath: atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-redis-config-change-listener\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-redis-config-change-listener","{""id"":67572860,""name"":""dirty-bucket-redis-config-change-listener"",""path"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-redis-config-change-listener"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/dirty-bucket-redis-config-change-listener","2025-02-28T17:18:32.500Z","2025-02-28T17:18:32.500Z","","project,gitlab,predecessor/core/data-in/dirty-bucket/dirty-bucket-redis-config-change-listener",""
"project","project_67572849","enterprise-secure-ingest-distributor","atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor","","Project: enterprise-secure-ingest-distributor\nPath: atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor","{""id"":67572849,""name"":""enterprise-secure-ingest-distributor"",""path"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor","2025-02-28T17:18:01.061Z","2025-02-28T17:18:01.061Z","","project,gitlab,predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor",""
"project","project_67572838","enterprise-secure-ingest-distributor-instructions","atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor-instructions","","Project: enterprise-secure-ingest-distributor-instructions\nPath: atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor-instructions\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor-instructions","{""id"":67572838,""name"":""enterprise-secure-ingest-distributor-instructions"",""path"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor-instructions"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor-instructions","2025-02-28T17:17:35.069Z","2025-02-28T17:17:35.069Z","","project,gitlab,predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-distributor-instructions",""
"project","project_67572826","enterprise-secure-ingest-processor","atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-processor","","Project: enterprise-secure-ingest-processor\nPath: atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-processor\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-processor","{""id"":67572826,""name"":""enterprise-secure-ingest-processor"",""path"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-processor"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/dirty-bucket"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-processor","2025-02-28T17:17:08.317Z","2025-02-28T17:17:08.317Z","","project,gitlab,predecessor/core/data-in/dirty-bucket/enterprise-secure-ingest-processor",""
"project","project_67572814","data-sync","atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-sync","","Project: data-sync\nPath: atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-sync\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-sync","{""id"":67572814,""name"":""data-sync"",""path"":""atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-sync"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-sync","2025-02-28T17:16:37.003Z","2025-02-28T17:16:37.003Z","","project,gitlab,predecessor/core/data-in/automated-data-retrieval/data-sync",""
"project","project_67572805","data-retriever","atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-retriever","","Project: data-retriever\nPath: atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-retriever\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-retriever","{""id"":67572805,""name"":""data-retriever"",""path"":""atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-retriever"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/automated-data-retrieval/data-retriever","2025-02-28T17:16:22.321Z","2025-02-28T17:16:22.321Z","","project,gitlab,predecessor/core/data-in/automated-data-retrieval/data-retriever",""
"project","project_67572735","digital-delivery-connect","atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-connect","","Project: digital-delivery-connect\nPath: atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-connect\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-connect","{""id"":67572735,""name"":""digital-delivery-connect"",""path"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-connect"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-connect","2025-02-28T17:14:04.701Z","2025-02-28T17:14:04.701Z","","project,gitlab,predecessor/core/data-in/delivery-tracking/digital-delivery-connect",""
"project","project_67572714","data-uploader-ui","atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/data-uploader-ui","","Project: data-uploader-ui\nPath: atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/data-uploader-ui\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/data-uploader-ui","{""id"":67572714,""name"":""data-uploader-ui"",""path"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/data-uploader-ui"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/data-uploader-ui","2025-02-28T17:13:37.713Z","2025-02-28T17:13:37.713Z","","project,gitlab,predecessor/core/data-in/delivery-tracking/data-uploader-ui",""
"project","project_67572686","digital-delivery-manifest","atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-manifest","","Project: digital-delivery-manifest\nPath: atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-manifest\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-manifest","{""id"":67572686,""name"":""digital-delivery-manifest"",""path"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-manifest"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-manifest","2025-02-28T17:13:06.822Z","2025-02-28T17:13:06.822Z","","project,gitlab,predecessor/core/data-in/delivery-tracking/digital-delivery-manifest",""
"project","project_67572663","digital-delivery-upload","atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-upload","","Project: digital-delivery-upload\nPath: atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-upload\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-upload","{""id"":67572663,""name"":""digital-delivery-upload"",""path"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-upload"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-upload","2025-02-28T17:12:35.371Z","2025-02-28T17:12:35.371Z","","project,gitlab,predecessor/core/data-in/delivery-tracking/digital-delivery-upload",""
"project","project_67572649","digital-delivery-checksum","atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-checksum","","Project: digital-delivery-checksum\nPath: atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-checksum\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-checksum","{""id"":67572649,""name"":""digital-delivery-checksum"",""path"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-checksum"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-checksum","2025-02-28T17:12:12.911Z","2025-02-28T17:12:12.911Z","","project,gitlab,predecessor/core/data-in/delivery-tracking/digital-delivery-checksum",""
"project","project_67572641","digital-delivery-validator","atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-validator","","Project: digital-delivery-validator\nPath: atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-validator\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-validator","{""id"":67572641,""name"":""digital-delivery-validator"",""path"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-validator"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/delivery-tracking"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/delivery-tracking/digital-delivery-validator","2025-02-28T17:11:51.140Z","2025-02-28T17:11:51.140Z","","project,gitlab,predecessor/core/data-in/delivery-tracking/digital-delivery-validator",""
"project","project_67568313","cib-processor","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/cib-processor","","Project: cib-processor\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/cib-processor\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/cib-processor","{""id"":67568313,""name"":""cib-processor"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/cib-processor"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/cib-processor","2025-02-28T14:38:12.527Z","2025-02-28T14:38:12.527Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/product-enhancement/processors/cib-processor",""
"project","project_67568298","fbg-processor","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/fbg-processor","","Project: fbg-processor\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/fbg-processor\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/fbg-processor","{""id"":67568298,""name"":""fbg-processor"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/fbg-processor"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/product-enhancement/processors/fbg-processor","2025-02-28T14:37:49.633Z","2025-02-28T14:37:49.633Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/product-enhancement/processors/fbg-processor",""
